method,round,labels,avg_acc,acc_tuple,top_k
active_random,66,856,0.7996108949416344,"[0.7976653696498055, 0.7996108949416343, 0.8015564202334631]",2
active_random,67,866,0.8047989623865112,"[0.7996108949416343, 0.8073929961089494, 0.8073929961089494]",2
active_random,68,876,0.8015564202334632,"[0.8035019455252919, 0.791828793774319, 0.8093385214007782]",2
active_random,69,886,0.8015564202334632,"[0.7976653696498055, 0.8054474708171206, 0.8015564202334631]",2
active_random,70,896,0.8086900129701687,"[0.8132295719844358, 0.8132295719844358, 0.7996108949416343]",2
active_random,71,906,0.8041504539559016,"[0.8035019455252919, 0.7957198443579766, 0.8132295719844358]",2
active_random,72,916,0.803501945525292,"[0.8015564202334631, 0.8054474708171206, 0.8035019455252919]",2
active_random,73,926,0.8041504539559013,"[0.811284046692607, 0.8054474708171206, 0.7957198443579766]",2
active_random,74,936,0.7976653696498056,"[0.7976653696498055, 0.7957198443579766, 0.7996108949416343]",2
active_random,75,946,0.8112840466926071,"[0.8073929961089494, 0.8132295719844358, 0.8132295719844358]",2
active_random,76,956,0.8177691309987031,"[0.8249027237354085, 0.8210116731517509, 0.8073929961089494]",2
active_random,77,966,0.8164721141374839,"[0.8093385214007782, 0.8190661478599222, 0.8210116731517509]",2
active_random,78,976,0.8138780804150455,"[0.8210116731517509, 0.811284046692607, 0.8093385214007782]",2
active_random,79,986,0.8236057068741894,"[0.8326848249027238, 0.8249027237354085, 0.8132295719844358]",2
active_random,80,996,0.8229571984435798,"[0.8190661478599222, 0.8346303501945526, 0.8151750972762646]",2
active_random,81,1006,0.8158236057068743,"[0.8229571984435797, 0.8132295719844358, 0.811284046692607]",2
active_random,82,1016,0.8223086900129702,"[0.8229571984435797, 0.8229571984435797, 0.8210116731517509]",2
active_random,83,1026,0.8164721141374839,"[0.8190661478599222, 0.811284046692607, 0.8190661478599222]",2
active_random,84,1036,0.8190661478599223,"[0.8151750972762646, 0.8229571984435797, 0.8190661478599222]",2
active_random,85,1046,0.8197146562905319,"[0.8249027237354085, 0.8151750972762646, 0.8190661478599222]",2
active_random,86,1056,0.8255512321660182,"[0.830739299610895, 0.8249027237354085, 0.8210116731517509]",2
active_random,87,1066,0.8145265888456551,"[0.8151750972762646, 0.8151750972762646, 0.8132295719844358]",2
active_random,88,1076,0.8261997405966278,"[0.8287937743190662, 0.8249027237354085, 0.8249027237354085]",2
active_random,89,1086,0.8229571984435798,"[0.8365758754863813, 0.811284046692607, 0.8210116731517509]",2
active_random,90,1096,0.8229571984435798,"[0.8249027237354085, 0.8132295719844358, 0.830739299610895]",2
active_random,91,1106,0.8236057068741894,"[0.8229571984435797, 0.8210116731517509, 0.8268482490272373]",2
active_random,92,1116,0.8236057068741894,"[0.8268482490272373, 0.8229571984435797, 0.8210116731517509]",2
active_random,93,1126,0.8236057068741894,"[0.8210116731517509, 0.8229571984435797, 0.8268482490272373]",2
active_random,94,1136,0.8158236057068743,"[0.8132295719844358, 0.8132295719844358, 0.8210116731517509]",2
active_random,95,1146,0.8261997405966278,"[0.8229571984435797, 0.8249027237354085, 0.830739299610895]",2
active_random,96,1156,0.8229571984435798,"[0.8229571984435797, 0.8249027237354085, 0.8210116731517509]",2
active_random,97,1166,0.8197146562905319,"[0.8287937743190662, 0.8151750972762646, 0.8151750972762646]",2
active_random,98,1176,0.827496757457847,"[0.8229571984435797, 0.8287937743190662, 0.830739299610895]",2
active_random,99,1186,0.8294422827496758,"[0.8346303501945526, 0.830739299610895, 0.8229571984435797]",2
active_random,100,1196,0.8236057068741894,"[0.8404669260700389, 0.8132295719844358, 0.8171206225680934]",2
active_ordered,1,205,0.44422827496757455,"[0.44357976653696496, 0.4474708171206226, 0.44163424124513617]",2
active_ordered,2,215,0.4805447470817121,"[0.48249027237354086, 0.4727626459143969, 0.48638132295719844]",2
active_ordered,3,225,0.5149156939040207,"[0.5155642023346303, 0.5136186770428015, 0.5155642023346303]",2
active_ordered,4,235,0.5175097276264591,"[0.5136186770428015, 0.5214007782101168, 0.5175097276264592]",2
active_ordered,5,245,0.5577172503242542,"[0.556420233463035, 0.5642023346303502, 0.5525291828793775]",2
active_ordered,6,255,0.5888456549935149,"[0.5875486381322957, 0.5875486381322957, 0.5914396887159533]",2
active_ordered,7,265,0.5933852140077821,"[0.5953307392996109, 0.5933852140077821, 0.5914396887159533]",2
active_ordered,8,275,0.6057068741893645,"[0.6167315175097277, 0.5992217898832685, 0.6011673151750972]",2
active_ordered,9,285,0.6264591439688716,"[0.6303501945525292, 0.6167315175097277, 0.632295719844358]",2
active_ordered,10,295,0.6472114137483787,"[0.6400778210116731, 0.6459143968871596, 0.6556420233463035]",2
active_ordered,11,305,0.6491569390402075,"[0.6614785992217899, 0.6459143968871596, 0.6400778210116731]",2
active_ordered,12,315,0.6634241245136187,"[0.6828793774319066, 0.642023346303502, 0.6653696498054474]",2
active_ordered,13,325,0.6575875486381323,"[0.6634241245136187, 0.6556420233463035, 0.6536964980544747]",2
active_ordered,14,335,0.6848249027237353,"[0.6984435797665369, 0.6595330739299611, 0.6964980544747081]",2
active_ordered,15,345,0.6906614785992219,"[0.6653696498054474, 0.7003891050583657, 0.7062256809338522]",2
active_ordered,16,355,0.6750972762645914,"[0.6517509727626459, 0.6770428015564203, 0.6964980544747081]",2
active_ordered,17,365,0.6939040207522699,"[0.708171206225681, 0.669260700389105, 0.7042801556420234]",2
active_ordered,18,375,0.6984435797665368,"[0.708171206225681, 0.6867704280155642, 0.7003891050583657]",2
active_ordered,19,385,0.6952010376134888,"[0.7159533073929961, 0.6867704280155642, 0.6828793774319066]",2
active_ordered,20,395,0.7159533073929961,"[0.7023346303501945, 0.7217898832684825, 0.7237354085603113]",2
active_ordered,21,405,0.7250324254215306,"[0.7062256809338522, 0.7295719844357976, 0.7392996108949417]",2
active_ordered,22,415,0.7153047989623865,"[0.7120622568093385, 0.7140077821011673, 0.7198443579766537]",2
active_ordered,23,425,0.7269779507133592,"[0.7178988326848249, 0.7315175097276264, 0.7315175097276264]",2
active_ordered,24,435,0.7321660181582361,"[0.7295719844357976, 0.7373540856031129, 0.7295719844357976]",2
active_ordered,25,445,0.7328145265888457,"[0.7237354085603113, 0.7431906614785992, 0.7315175097276264]",2
active_ordered,26,455,0.7315175097276265,"[0.7178988326848249, 0.72568093385214, 0.7509727626459144]",2
active_ordered,27,465,0.754863813229572,"[0.7607003891050583, 0.7509727626459144, 0.7529182879377432]",2
active_ordered,28,475,0.7509727626459144,"[0.745136186770428, 0.7568093385214008, 0.7509727626459144]",2
active_ordered,29,485,0.7542153047989624,"[0.7568093385214008, 0.7509727626459144, 0.754863813229572]",2
active_ordered,30,495,0.75810635538262,"[0.7607003891050583, 0.754863813229572, 0.7587548638132295]",2
active_ordered,31,505,0.75810635538262,"[0.7607003891050583, 0.7587548638132295, 0.754863813229572]",2
active_ordered,32,515,0.7652399481193255,"[0.7645914396887159, 0.7665369649805448, 0.7645914396887159]",2
active_ordered,33,525,0.771076523994812,"[0.7684824902723736, 0.7704280155642024, 0.77431906614786]",2
active_ordered,34,535,0.7691309987029831,"[0.7645914396887159, 0.7645914396887159, 0.7782101167315175]",2
active_ordered,35,545,0.7671854734111543,"[0.7762645914396887, 0.7626459143968871, 0.7626459143968871]",2
active_ordered,36,555,0.7775616083009079,"[0.7762645914396887, 0.7723735408560312, 0.7840466926070039]",2
active_ordered,37,565,0.7827496757457847,"[0.7821011673151751, 0.7821011673151751, 0.7840466926070039]",2
active_ordered,38,575,0.7775616083009078,"[0.7957198443579766, 0.7607003891050583, 0.7762645914396887]",2
active_ordered,39,585,0.7782101167315175,"[0.7782101167315175, 0.7801556420233463, 0.7762645914396887]",2
active_ordered,40,595,0.7801556420233463,"[0.7821011673151751, 0.7762645914396887, 0.7821011673151751]",2
active_ordered,41,605,0.7808041504539559,"[0.7821011673151751, 0.7782101167315175, 0.7821011673151751]",2
active_ordered,42,615,0.7846952010376135,"[0.791828793774319, 0.7859922178988327, 0.7762645914396887]",2
active_ordered,43,625,0.7866407263294423,"[0.7898832684824902, 0.7782101167315175, 0.791828793774319]",2
active_ordered,44,635,0.7846952010376135,"[0.7879377431906615, 0.7859922178988327, 0.7801556420233463]",2
active_ordered,45,645,0.7827496757457847,"[0.7898832684824902, 0.7762645914396887, 0.7821011673151751]",2
active_ordered,46,655,0.7872892347600519,"[0.7898832684824902, 0.7859922178988327, 0.7859922178988327]",2
active_ordered,47,665,0.7801556420233463,"[0.7840466926070039, 0.77431906614786, 0.7821011673151751]",2
active_ordered,48,675,0.7814526588845655,"[0.7801556420233463, 0.7801556420233463, 0.7840466926070039]",2
active_ordered,49,685,0.7833981841763943,"[0.7859922178988327, 0.7898832684824902, 0.77431906614786]",2
active_ordered,50,695,0.7879377431906615,"[0.7898832684824902, 0.7898832684824902, 0.7840466926070039]",2
active_ordered,51,705,0.7879377431906615,"[0.7859922178988327, 0.7782101167315175, 0.7996108949416343]",2
active_ordered,52,715,0.7872892347600519,"[0.791828793774319, 0.7879377431906615, 0.7821011673151751]",2
active_ordered,53,725,0.7892347600518806,"[0.791828793774319, 0.7879377431906615, 0.7879377431906615]",2
active_ordered,54,735,0.7898832684824902,"[0.791828793774319, 0.7879377431906615, 0.7898832684824902]",2
active_ordered,55,745,0.7937743190661478,"[0.7996108949416343, 0.791828793774319, 0.7898832684824902]",2
active_ordered,56,755,0.7931258106355382,"[0.7859922178988327, 0.7957198443579766, 0.7976653696498055]",2
active_ordered,57,765,0.7957198443579768,"[0.7976653696498055, 0.7898832684824902, 0.7996108949416343]",2
active_ordered,58,775,0.8022049286640726,"[0.8035019455252919, 0.8073929961089494, 0.7957198443579766]",2
active_ordered,59,785,0.800259403372244,"[0.7996108949416343, 0.8015564202334631, 0.7996108949416343]",2
active_ordered,60,795,0.8002594033722438,"[0.8093385214007782, 0.7996108949416343, 0.791828793774319]",2
active_ordered,61,805,0.8073929961089495,"[0.811284046692607, 0.8054474708171206, 0.8054474708171206]",2
active_ordered,62,815,0.8041504539559016,"[0.8054474708171206, 0.8035019455252919, 0.8035019455252919]",2
active_ordered,63,825,0.7996108949416344,"[0.8015564202334631, 0.7957198443579766, 0.8015564202334631]",2
active_ordered,64,835,0.80674448767834,"[0.8035019455252919, 0.8093385214007782, 0.8073929961089494]",2
active_ordered,65,845,0.8086900129701687,"[0.8093385214007782, 0.8132295719844358, 0.8035019455252919]",2
active_ordered,66,855,0.8119325551232167,"[0.8093385214007782, 0.811284046692607, 0.8151750972762646]",2
active_ordered,67,865,0.8054474708171208,"[0.8015564202334631, 0.8073929961089494, 0.8073929961089494]",2
active_ordered,68,875,0.803501945525292,"[0.8035019455252919, 0.7996108949416343, 0.8073929961089494]",2
active_ordered,69,885,0.8119325551232167,"[0.8073929961089494, 0.8093385214007782, 0.8190661478599222]",2
active_ordered,70,895,0.8132295719844359,"[0.811284046692607, 0.8151750972762646, 0.8132295719844358]",2
active_ordered,71,905,0.8106355382619975,"[0.8151750972762646, 0.8073929961089494, 0.8093385214007782]",2
active_ordered,72,915,0.8145265888456551,"[0.8210116731517509, 0.8035019455252919, 0.8190661478599222]",2
active_ordered,73,925,0.8132295719844359,"[0.8073929961089494, 0.8210116731517509, 0.811284046692607]",2
active_ordered,74,935,0.8164721141374839,"[0.8171206225680934, 0.8073929961089494, 0.8249027237354085]",2
active_ordered,75,945,0.8171206225680935,"[0.8190661478599222, 0.8210116731517509, 0.811284046692607]",2
active_ordered,76,955,0.8197146562905319,"[0.8171206225680934, 0.8190661478599222, 0.8229571984435797]",2
active_ordered,77,965,0.8184176394293127,"[0.8210116731517509, 0.8151750972762646, 0.8190661478599222]",2
active_ordered,78,975,0.8171206225680935,"[0.8249027237354085, 0.8073929961089494, 0.8190661478599222]",2
active_ordered,79,985,0.8171206225680935,"[0.8132295719844358, 0.8190661478599222, 0.8190661478599222]",2
active_ordered,80,995,0.8164721141374839,"[0.8229571984435797, 0.8151750972762646, 0.811284046692607]",2
active_ordered,81,1005,0.821011673151751,"[0.8190661478599222, 0.8171206225680934, 0.8268482490272373]",2
active_ordered,82,1015,0.8197146562905319,"[0.8132295719844358, 0.8268482490272373, 0.8190661478599222]",2
active_ordered,83,1025,0.8236057068741894,"[0.8229571984435797, 0.8249027237354085, 0.8229571984435797]",2
active_ordered,84,1035,0.821011673151751,"[0.8132295719844358, 0.8249027237354085, 0.8249027237354085]",2
active_ordered,85,1045,0.824254215304799,"[0.8365758754863813, 0.8190661478599222, 0.8171206225680934]",2
active_ordered,86,1055,0.8261997405966278,"[0.830739299610895, 0.8229571984435797, 0.8249027237354085]",2
active_ordered,87,1065,0.8223086900129702,"[0.8268482490272373, 0.8229571984435797, 0.8171206225680934]",2
active_ordered,88,1075,0.8184176394293127,"[0.8093385214007782, 0.8171206225680934, 0.8287937743190662]",2
active_ordered,89,1085,0.8249027237354086,"[0.8229571984435797, 0.8190661478599222, 0.8326848249027238]",2
active_ordered,90,1095,0.8203631647211415,"[0.8132295719844358, 0.8210116731517509, 0.8268482490272373]",2
active_ordered,91,1105,0.8216601815823606,"[0.8210116731517509, 0.8190661478599222, 0.8249027237354085]",2
active_ordered,92,1115,0.8261997405966278,"[0.8268482490272373, 0.8287937743190662, 0.8229571984435797]",2
active_ordered,93,1125,0.8223086900129702,"[0.8287937743190662, 0.8171206225680934, 0.8210116731517509]",2
active_ordered,94,1135,0.824254215304799,"[0.8151750972762646, 0.8326848249027238, 0.8249027237354085]",2
active_ordered,95,1145,0.8190661478599223,"[0.8151750972762646, 0.8229571984435797, 0.8190661478599222]",2
active_ordered,96,1155,0.8164721141374839,"[0.8171206225680934, 0.8229571984435797, 0.8093385214007782]",2
active_ordered,97,1165,0.8261997405966278,"[0.8249027237354085, 0.8249027237354085, 0.8287937743190662]",2
active_ordered,98,1175,0.821011673151751,"[0.8287937743190662, 0.8171206225680934, 0.8171206225680934]",2
active_ordered,99,1185,0.8171206225680935,"[0.8210116731517509, 0.8190661478599222, 0.811284046692607]",2
active_ordered,100,1195,0.8216601815823606,"[0.8210116731517509, 0.8268482490272373, 0.8171206225680934]",2
