method,round,labels,pool_size,pct,avg_acc_top1,avg_acc_topk,acc_tuple_top1,acc_tuple_topk,top_k,added_labels
passive_ordered,42,502,2183,22.99587723316537,0.5224525043177892,0.6848013816925734,"[0.5233160621761658, 0.5181347150259067, 0.5259067357512953]","[0.6865284974093264, 0.6917098445595855, 0.6761658031088082]",3,"[246, 204, 171, 5, 207, 131]"
passive_ordered,43,508,2183,23.27072835547412,0.5181347150259067,0.6787564766839379,"[0.5207253886010362, 0.5207253886010362, 0.5129533678756477]","[0.6787564766839378, 0.6813471502590673, 0.6761658031088082]",3,"[34, 20, 240, 66, 46, 206]"
passive_ordered,44,514,2183,23.54557947778287,0.5198618307426598,0.6848013816925734,"[0.5155440414507773, 0.5284974093264249, 0.5155440414507773]","[0.689119170984456, 0.6813471502590673, 0.6839378238341969]",3,"[250, 201, 3, 106, 45, 151]"
passive_ordered,45,520,2183,23.820430600091616,0.5138169257340243,0.687392055267703,"[0.5155440414507773, 0.5077720207253886, 0.5181347150259067]","[0.6839378238341969, 0.6813471502590673, 0.6968911917098446]",3,"[202, 190, 64, 1, 103, 178]"
passive_ordered,46,526,2183,24.095281722400365,0.5207253886010362,0.6917098445595856,"[0.5259067357512953, 0.5259067357512953, 0.5103626943005182]","[0.689119170984456, 0.6917098445595855, 0.694300518134715]",3,"[148, 65, 138, 46, 212, 156]"
passive_ordered,47,532,2183,24.370132844709115,0.5310880829015544,0.6934369602763386,"[0.5259067357512953, 0.5362694300518135, 0.5310880829015544]","[0.689119170984456, 0.6994818652849741, 0.6917098445595855]",3,"[120, 222, 126, 11, 30, 25]"
passive_ordered,48,538,2183,24.644983967017865,0.5198618307426597,0.6830742659758204,"[0.5207253886010362, 0.5207253886010362, 0.5181347150259067]","[0.6787564766839378, 0.6839378238341969, 0.6865284974093264]",3,"[80, 163, 45, 187, 13, 101]"
passive_ordered,49,544,2183,24.919835089326615,0.5241796200345423,0.6830742659758204,"[0.533678756476684, 0.5233160621761658, 0.5155440414507773]","[0.6787564766839378, 0.6865284974093264, 0.6839378238341969]",3,"[80, 70, 35, 86, 115, 187]"
passive_ordered,50,550,2183,25.194686211635364,0.5215889464594128,0.6865284974093265,"[0.5233160621761658, 0.5259067357512953, 0.5155440414507773]","[0.6839378238341969, 0.6865284974093264, 0.689119170984456]",3,"[3, 20, 47, 212, 127, 3]"
passive_ordered,51,556,2183,25.469537333944114,0.5189982728842834,0.6882556131260795,"[0.5103626943005182, 0.5233160621761658, 0.5233160621761658]","[0.6994818652849741, 0.6787564766839378, 0.6865284974093264]",3,"[141, 205, 249, 202, 212, 235]"
passive_ordered,52,562,2183,25.744388456252864,0.5310880829015544,0.6899827288428325,"[0.5362694300518135, 0.533678756476684, 0.5233160621761658]","[0.6917098445595855, 0.6865284974093264, 0.6917098445595855]",3,"[28, 18, 198, 244, 192, 135]"
passive_ordered,53,568,2183,26.019239578561614,0.5146804835924007,0.6943005181347152,"[0.5155440414507773, 0.5155440414507773, 0.5129533678756477]","[0.7020725388601037, 0.689119170984456, 0.6917098445595855]",3,"[209, 82, 25, 5, 54, 211]"
passive_ordered,54,574,2183,26.294090700870363,0.5164075993091538,0.6917098445595856,"[0.5103626943005182, 0.5207253886010362, 0.5181347150259067]","[0.6917098445595855, 0.694300518134715, 0.689119170984456]",3,"[103, 205, 58, 132, 201, 3]"
passive_ordered,55,580,2183,26.568941823179113,0.5129533678756477,0.687392055267703,"[0.5155440414507773, 0.5181347150259067, 0.5051813471502591]","[0.6917098445595855, 0.6865284974093264, 0.6839378238341969]",3,"[108, 193, 103, 202, 211, 201]"
passive_ordered,56,586,2183,26.84379294548786,0.5172711571675302,0.6899827288428325,"[0.5103626943005182, 0.5259067357512953, 0.5155440414507773]","[0.689119170984456, 0.6839378238341969, 0.6968911917098446]",3,"[9, 5, 5, 2, 226, 88]"
passive_ordered,57,592,2183,27.11864406779661,0.5120898100172712,0.6822107081174439,"[0.5129533678756477, 0.5103626943005182, 0.5129533678756477]","[0.6917098445595855, 0.6813471502590673, 0.6735751295336787]",3,"[249, 4, 124, 124, 88, 3]"
passive_ordered,58,598,2183,27.39349519010536,0.5181347150259068,0.687392055267703,"[0.5207253886010362, 0.5129533678756477, 0.5207253886010362]","[0.6917098445595855, 0.689119170984456, 0.6813471502590673]",3,"[150, 2, 45, 5, 187, 205]"
passive_ordered,59,604,2183,27.66834631241411,0.5129533678756477,0.6882556131260795,"[0.5233160621761658, 0.5077720207253886, 0.5077720207253886]","[0.6865284974093264, 0.6839378238341969, 0.694300518134715]",3,"[151, 76, 159, 117, 108, 132]"
passive_ordered,60,610,2183,27.943197434722858,0.4991364421416235,0.6796200345423143,"[0.5051813471502591, 0.4948186528497409, 0.49740932642487046]","[0.6813471502590673, 0.6761658031088082, 0.6813471502590673]",3,"[153, 101, 249, 13, 249, 66]"
passive_ordered,61,616,2183,28.218048557031608,0.5267702936096718,0.6986183074265977,"[0.5310880829015544, 0.5284974093264249, 0.5207253886010362]","[0.6968911917098446, 0.7072538860103627, 0.6917098445595855]",3,"[46, 36, 76, 104, 205, 231]"
passive_ordered,62,622,2183,28.492899679340358,0.5276338514680484,0.7037996545768567,"[0.5362694300518135, 0.5155440414507773, 0.5310880829015544]","[0.7046632124352331, 0.7020725388601037, 0.7046632124352331]",3,"[248, 3, 44, 173, 124, 153]"
passive_ordered,63,628,2183,28.767750801649107,0.533678756476684,0.7081174438687392,"[0.538860103626943, 0.538860103626943, 0.5233160621761658]","[0.7020725388601037, 0.7124352331606217, 0.7098445595854922]",3,"[154, 88, 38, 217, 44, 51]"
passive_ordered,64,634,2183,29.042601923957857,0.5431778929188256,0.7158894645941278,"[0.5518134715025906, 0.5362694300518135, 0.5414507772020726]","[0.7176165803108808, 0.7072538860103627, 0.7227979274611399]",3,"[49, 231, 249, 154, 120, 114]"
passive_ordered,65,640,2183,29.317453046266607,0.5362694300518135,0.7081174438687392,"[0.538860103626943, 0.533678756476684, 0.5362694300518135]","[0.7072538860103627, 0.7046632124352331, 0.7124352331606217]",3,"[45, 118, 240, 125, 103, 114]"
passive_ordered,66,646,2183,29.592304168575357,0.5431778929188256,0.7167530224525044,"[0.5440414507772021, 0.5440414507772021, 0.5414507772020726]","[0.7176165803108808, 0.7150259067357513, 0.7176165803108808]",3,"[42, 243, 233, 249, 21, 249]"
passive_ordered,67,652,2183,29.867155290884103,0.5431778929188256,0.7107081174438687,"[0.5466321243523317, 0.5440414507772021, 0.538860103626943]","[0.7072538860103627, 0.7098445595854922, 0.7150259067357513]",3,"[57, 36, 133, 204, 26, 146]"
passive_ordered,68,658,2183,30.142006413192853,0.5569948186528497,0.7115716753022453,"[0.5518134715025906, 0.5518134715025906, 0.5673575129533679]","[0.7098445595854922, 0.7202072538860104, 0.7046632124352331]",3,"[9, 243, 205, 39, 93, 5]"
passive_ordered,69,664,2183,30.416857535501602,0.5526770293609672,0.7202072538860104,"[0.5621761658031088, 0.5440414507772021, 0.5518134715025906]","[0.7305699481865285, 0.7176165803108808, 0.7124352331606217]",3,"[176, 233, 65, 248, 38, 3]"
passive_ordered,70,670,2183,30.691708657810352,0.5561312607944733,0.726252158894646,"[0.572538860103627, 0.5544041450777202, 0.5414507772020726]","[0.727979274611399, 0.7253886010362695, 0.7253886010362695]",3,"[211, 204, 25, 103, 38, 66]"
passive_ordered,71,676,2183,30.966559780119102,0.5587219343696027,0.724525043177893,"[0.5647668393782384, 0.5518134715025906, 0.5595854922279793]","[0.7202072538860104, 0.7227979274611399, 0.7305699481865285]",3,"[39, 246, 240, 249, 222, 6]"
passive_ordered,72,682,2183,31.24141090242785,0.5664939550949913,0.724525043177893,"[0.582901554404145, 0.5595854922279793, 0.5569948186528497]","[0.7202072538860104, 0.7253886010362695, 0.727979274611399]",3,"[236, 3, 114, 65, 2, 113]"
passive_ordered,73,688,2183,31.5162620247366,0.5682210708117444,0.733160621761658,"[0.5699481865284974, 0.5699481865284974, 0.5647668393782384]","[0.7357512953367875, 0.7357512953367875, 0.727979274611399]",3,"[160, 204, 64, 176, 118, 222]"
passive_ordered,74,694,2183,31.79111314704535,0.5690846286701209,0.733160621761658,"[0.5803108808290155, 0.5544041450777202, 0.572538860103627]","[0.7357512953367875, 0.7357512953367875, 0.727979274611399]",3,"[77, 5, 194, 117, 187, 6]"
passive_ordered,75,700,2183,32.0659642693541,0.5829015544041452,0.7417962003454232,"[0.5958549222797928, 0.5777202072538861, 0.5751295336787565]","[0.7357512953367875, 0.7512953367875648, 0.7383419689119171]",3,"[187, 212, 231, 231, 240, 3]"
passive_ordered,76,706,2183,32.34081539166285,0.5889464594127807,0.7435233160621761,"[0.5984455958549223, 0.5777202072538861, 0.5906735751295337]","[0.7435233160621761, 0.7487046632124352, 0.7383419689119171]",3,"[94, 20, 178, 5, 170, 167]"
passive_ordered,77,712,2183,32.6156665139716,0.5820379965457686,0.7383419689119171,"[0.5880829015544041, 0.5751295336787565, 0.582901554404145]","[0.7305699481865285, 0.7435233160621761, 0.7409326424870466]",3,"[61, 146, 176, 233, 205, 212]"
passive_ordered,78,718,2183,32.89051763628035,0.5863557858376511,0.7426597582037996,"[0.5958549222797928, 0.5751295336787565, 0.5880829015544041]","[0.7331606217616581, 0.7487046632124352, 0.7461139896373057]",3,"[187, 109, 3, 231, 212, 3]"
passive_ordered,79,724,2183,33.165368758589096,0.5898100172711572,0.7452504317789291,"[0.5880829015544041, 0.5854922279792746, 0.5958549222797928]","[0.7435233160621761, 0.7487046632124352, 0.7435233160621761]",3,"[160, 75, 103, 109, 212, 17]"
passive_ordered,80,730,2183,33.44021988089785,0.5889464594127807,0.7417962003454232,"[0.5932642487046632, 0.5932642487046632, 0.5803108808290155]","[0.7409326424870466, 0.7487046632124352, 0.7357512953367875]",3,"[103, 219, 109, 61, 248, 204]"
passive_ordered,81,736,2183,33.715071003206596,0.5967184801381693,0.7435233160621761,"[0.6088082901554405, 0.5984455958549223, 0.582901554404145]","[0.7357512953367875, 0.7409326424870466, 0.7538860103626943]",3,"[130, 61, 45, 3, 213, 36]"
passive_ordered,82,742,2183,33.98992212551535,0.5975820379965459,0.7495682210708118,"[0.6062176165803109, 0.5932642487046632, 0.5932642487046632]","[0.7512953367875648, 0.7461139896373057, 0.7512953367875648]",3,"[160, 213, 154, 3, 251, 177]"
passive_ordered,83,748,2183,34.264773247824095,0.5984455958549223,0.7478411053540587,"[0.6062176165803109, 0.5880829015544041, 0.6010362694300518]","[0.7512953367875648, 0.7435233160621761, 0.7487046632124352]",3,"[231, 248, 176, 3, 207, 1]"
passive_ordered,84,754,2183,34.53962437013284,0.6053540587219345,0.7616580310880829,"[0.6088082901554405, 0.6036269430051814, 0.6036269430051814]","[0.7538860103626943, 0.7642487046632125, 0.7668393782383419]",3,"[231, 103, 3, 7, 204, 88]"
passive_ordered,85,760,2183,34.814475492441595,0.6018998272884284,0.7556131260794473,"[0.6010362694300518, 0.6088082901554405, 0.5958549222797928]","[0.7538860103626943, 0.7564766839378239, 0.7564766839378239]",3,"[82, 249, 246, 246, 249, 158]"
passive_ordered,86,766,2183,35.08932661475034,0.6053540587219343,0.7633851468048359,"[0.5984455958549223, 0.6113989637305699, 0.6062176165803109]","[0.772020725388601, 0.7564766839378239, 0.7616580310880829]",3,"[125, 124, 154, 90, 236, 225]"
passive_ordered,87,772,2183,35.364177737059094,0.5958549222797928,0.7573402417962004,"[0.6010362694300518, 0.5932642487046632, 0.5932642487046632]","[0.7564766839378239, 0.7590673575129534, 0.7564766839378239]",3,"[124, 61, 171, 204, 9, 222]"
passive_ordered,88,778,2183,35.63902885936784,0.6027633851468049,0.7573402417962004,"[0.5984455958549223, 0.6088082901554405, 0.6010362694300518]","[0.7590673575129534, 0.7512953367875648, 0.7616580310880829]",3,"[222, 152, 51, 231, 249, 252]"
passive_ordered,89,784,2183,35.913879981676594,0.6027633851468049,0.75993091537133,"[0.5984455958549223, 0.6010362694300518, 0.6088082901554405]","[0.7616580310880829, 0.7590673575129534, 0.7590673575129534]",3,"[246, 231, 103, 232, 101, 249]"
passive_ordered,90,790,2183,36.18873110398534,0.6088082901554404,0.766839378238342,"[0.6217616580310881, 0.5958549222797928, 0.6088082901554405]","[0.7642487046632125, 0.7668393782383419, 0.7694300518134715]",3,"[249, 124, 5, 61, 249, 39]"
passive_ordered,91,796,2183,36.46358222629409,0.6062176165803109,0.7590673575129534,"[0.6062176165803109, 0.6088082901554405, 0.6036269430051814]","[0.7616580310880829, 0.7538860103626943, 0.7616580310880829]",3,"[249, 249, 51, 251, 208, 77]"
passive_ordered,92,802,2183,36.73843334860284,0.614853195164076,0.7677029360967186,"[0.6191709844559585, 0.6139896373056994, 0.6113989637305699]","[0.772020725388601, 0.7668393782383419, 0.7642487046632125]",3,"[90, 248, 40, 182, 204, 61]"
passive_ordered,93,808,2183,37.01328447091159,0.618307426597582,0.7702936096718479,"[0.6139896373056994, 0.6243523316062176, 0.616580310880829]","[0.7772020725388601, 0.7668393782383419, 0.7668393782383419]",3,"[88, 178, 4, 182, 72, 181]"
passive_ordered,94,814,2183,37.28813559322034,0.6208981001727115,0.7746113989637305,"[0.6217616580310881, 0.6217616580310881, 0.6191709844559585]","[0.7694300518134715, 0.7797927461139896, 0.7746113989637305]",3,"[61, 158, 231, 36, 160, 245]"
passive_ordered,95,820,2183,37.562986715529085,0.6200345423143351,0.7823834196891192,"[0.6269430051813472, 0.616580310880829, 0.616580310880829]","[0.7849740932642487, 0.7849740932642487, 0.7772020725388601]",3,"[51, 102, 20, 16, 247, 240]"
passive_ordered,96,826,2183,37.83783783783784,0.6243523316062176,0.7763385146804835,"[0.6295336787564767, 0.6295336787564767, 0.6139896373056994]","[0.7668393782383419, 0.7797927461139896, 0.7823834196891192]",3,"[20, 11, 51, 77, 77, 66]"
passive_ordered,97,832,2183,38.112688960146585,0.6260794473229706,0.7867012089810017,"[0.6191709844559585, 0.6217616580310881, 0.6373056994818653]","[0.7875647668393783, 0.7875647668393783, 0.7849740932642487]",3,"[248, 65, 226, 101, 101, 130]"
passive_ordered,98,838,2183,38.38754008245534,0.6312607944732297,0.7858376511226252,"[0.6321243523316062, 0.6295336787564767, 0.6321243523316062]","[0.7823834196891192, 0.7849740932642487, 0.7901554404145078]",3,"[44, 245, 5, 87, 112, 191]"
passive_ordered,99,844,2183,38.662391204764084,0.6200345423143351,0.7867012089810017,"[0.6191709844559585, 0.6191709844559585, 0.6217616580310881]","[0.7849740932642487, 0.7875647668393783, 0.7875647668393783]",3,"[105, 234, 5, 120, 212, 120]"
passive_ordered,100,850,2183,38.93724232707284,0.6278065630397237,0.7910189982728842,"[0.6321243523316062, 0.6217616580310881, 0.6295336787564767]","[0.7979274611398963, 0.7901554404145078, 0.7849740932642487]",3,"[247, 227, 5, 204, 249, 160]"
